wordform,lemma
киинэлэрдээхxэ,киинэ
киинэлэри,киинэ
киинэлэрим,киинэ
киинэлэрин,киинэ
киинэлэртэн,киинэ
киинэлэрэ,киинэ
киинэлээх,киинэ
киинэлээхтэргэ,киинэ
киинэм,киинэ
киинэни,киинэ
киинэтин,киинэ
киинэттэн,киинэ
киинэтэ,киинэ
киинэҕэ,киинэ
кииҥҥэ,киин
кинибит,кини
кинигэ,кини
кинигэбит,кинигэ
кинигэлэр,кинигэ
кинигэлэрбит,кинигэ
кинигэлэрбитин,кинигэ
кинигэлэргэ,кинигэ
кинигэлэрдээх,кинигэ
кинигэлэрдээхxэ,кинигэ
кинигэлэри,кинигэ
кинигэлэрим,кинигэ
кинигэлэрин,кинигэ
кинигэлэртэн,кинигэ
кинигэлэрэ,кинигэ
кинигэлээх,кинигэ
кинигэлээхтэргэ,кинигэ
кинигэм,кинигэ
кинигэни,кинигэ
кинигэтин,кинигэ
кинигэттэн,кинигэ
кинигэтэ,кинигэ
кинигэҕэ,кинигэ
кинилэр,кини
кинилэрбит,кини
кинилэрбитин,кини
кинилэргэ,кини
кинилэрдээх,кини
кинилэрдээхxэ,кини
кинилэри,кини
кинилэрим,кини
кинилэрин,кини
кинилэртэн,кини
кинилэрэ,кини
кинилээх,кини
кинилээхтэргэ,кини
киним,кини
кинини,кини
кинитин,кини
киниттэн,кини
кинитэ,кини
киэһэбит,киэһэ
киэһэлэр,киэһэ
киэһэлэрбит,киэһэ
киэһэлэрбитин,киэһэ
киэһэлэргэ,киэһэ
киэһэлэрдээх,киэһэ
киэһэлэрдээхxэ,киэһэ
киэһэлэри,киэһэ
киэһэлэрим,киэһэ
киэһэлэрин,киэһэ
киэһэлэртэн,киэһэ
киэһэлэрэ,киэһэ
киэһэлээх,киэһэ
киэһэлээхтэргэ,киэһэ
киэһэм,киэһэ
киэһэни,киэһэ
киэһэтин,киэһэ
киэһэттэн,киэһэ
киэһэтэ,киэһэ
киэһэҕэ,киэһэ
киһибит,киһи
киһигэ,киһи
киһилэр,киһи
киһилэрбит,киһи
киһилэрбитин,киһи
киһилэргэ,киһи
киһилэрдээх,киһи
киһилэрдээхxэ,киһи
киһилэри,киһи
киһилэрим,киһи
киһилэрин,киһи
киһилэртэн,киһи
киһилэрэ,киһи
киһилээх,киһи
киһилээхтэргэ,киһи
киһим,киһи
киһини,киһи
киһитин,киһи
киһиттэн,киһи
киһитэ,киһи
кулуммут,кулун
кулуна,кулун
кулуннаах,кулун
кулуннаахтарга,кулун
кулуннар,кулун
кулуннара,кулун
кулуннарбыт,кулун
кулуннарбытын,кулун
кулуннарга,кулун
кулуннардаах,кулун
кулуннардаахxа,кулун
кулуннартан,кулун
кулуннары,кулун
кулуннарым,кулун
кулуннарын,кулун
кулунтан,кулун
кулуну,кулун
кулунум,кулун
кулунун,кулун
кулуҥҥа,кулун
куобут,куо
куолаах,куо
куолаахтарга,куо
куолар,куо
куолара,куо
куоларбыт,куо
куоларбытын,куо
куоларга,куо
куолардаах,куо
куолардаахxа,куо
куолартан,куо
куолары,куо
куоларым,куо
куоларын,куо
куом,куо
куонкуруска,куонкурус
куонкуруспут,куонкурус
куонкурустаах,куонкурус
куонкурустаахтарга,куонкурус
куонкурустан,куонкурус
куонкурустар,куонкурус
куонкурустара,куонкурус
куонкурустарбыт,куонкурус
куонкурустарбытын,куонкурус
куонкурустарга,куонкурус
куонкурустардаах,куонкурус
куонкурустардаахxа,куонкурус
куонкурустартан,куонкурус
куонкурустары,куонкурус
куонкурустарым,куонкурус
куонкурустарын,куонкурус
куонкуруһа,куонкурус
куонкуруһу,куонкурус
куонкуруһум,куонкурус
куонкуруһун,куонкурус
куону,куо
куоракка,куорат
куораппыт,куорат
куората,куорат
куораттаах,куорат
куораттаахтарга,куорат
куораттан,куорат
куораттар,куорат
куораттара,куорат
куораттарбыт,куорат
куораттарбытын,куорат
куораттарга,куорат
куораттардаах,куорат
куораттардаахxа,куорат
куораттартан,куорат
куораттары,куорат
куораттарым,куорат
куораттарын,куорат
куораты,куорат
куоратым,куорат
куоратын,куорат
куота,куо
куоттан,куо
куотун,куо
куоҕа,куо
кыайыыбыт,кыайыы
кыайыыга,кыайыы
кыайыылаах,кыайыы
кыайыылаахтарга,кыайыы
кыайыылар,кыайыы
кыайыылара,кыайыы
кыайыыларбыт,кыайыы
кыайыыларбытын,кыайыы
кыайыыларга,кыайыы
кыайыылардаах,кыайыы
кыайыылардаахxа,кыайыы
кыайыылартан,кыайыы
кыайыылары,кыайыы
кыайыыларым,кыайыы
кыайыыларын,кыайыы
кыайыым,кыайыы
кыайыыны,кыайыы
кыайыыта,кыайыы
кыайыыттан,кыайыы
кыайыытын,кыайыы
кыахxа,кыах
кыахпыт,кыах
кыахтаах,кыах
кыахтаахтарга,кыах
кыахтан,кыах
кыахтар,кыах
кыахтара,кыах
кыахтарбыт,кыах
кыахтарбытын,кыах
кыахтарга,кыах
кыахтардаах,кыах
кыахтардаахxа,кыах
кыахтартан,кыах
кыахтары,кыах
кыахтарым,кыах
кыахтарын,кыах
кыаҕа,кыах
кыаҕы,кыах
кыаҕым,кыах
кыаҕын,кыах
кылааска,кылаас
кылааспыт,кылаас
кылаастаах,кылаас
кылаастаахтарга,кылаас
кылаастан,кылаас
кылаастар,кылаас
кылаастара,кылаас
кылаастарбыт,кылаас
кылаастарбытын,кылаас
кылаастарга,кылаас
кылаастардаах,кылаас
кылаастардаахxа,кылаас
кылаастартан,кылаас
кылаастары,кылаас
кылаастарым,кылаас
кылаастарын,кылаас
кылааһа,кылаас
кылааһы,кылаас
кылааһым,кылаас
кылааһын,кылаас
кырабыт,кыра
кыралаах,кыра
кыралаахтарга,кыра
кыралар,кыра
кыралара,кыра
кыраларбыт,кыра
кыраларбытын,кыра
кыраларга,кыра
кыралардаах,кыра
кыралардаахxа,кыра
кыралартан,кыра
кыралары,кыра
кыраларым,кыра
кыраларын,кыра
кырам,кыра
кыраны,кыра
кырата,кыра
кыраттан,кыра
кыратын,кыра
кыраҕа,кыра
кыргыттар,кыыс
кыргыттара,кыыс
кыргыттарбыт,кыыс
кыргыттарбытын,кыыс
кыргыттарга,кыыс
кыргыттардаах,кыыс
кыргыттардаахxа,кыыс
кыргыттартан,кыыс
кыргыттары,кыыс
кыргыттарым,кыыс
кыргыттарын,кыыс
кыттыыбыт,кыттыы
кыттыыга,кыттыы
кыттыылаах,кыттыы
кыттыылаахтарга,кыттыы
кыттыылар,кыттыы
кыттыылара,кыттыы
кыттыыларбыт,кыттыы
кыттыыларбытын,кыттыы
кыттыыларга,кыттыы
кыттыылардаах,кыттыы
кыттыылардаахxа,кыттыы
кыттыылартан,кыттыы
кыттыылары,кыттыы
кыттыыларым,кыттыы
кыттыыларын,кыттыы
кыттыым,кыттыы
кыттыыны,кыттыы
кыттыыта,кыттыы
кыттыыттан,кыттыы
кыттыытын,кыттыы
кыыска,кыыс
кыыспыт,кыыс
кыыстаах,кыыс
кыыстаахтарга,кыыс
кыыстан,кыыс
кыыһа,кыыс
кыыһы,кыыс
кыыһым,кыыс
кыыһын,кыыс
кыһабыт,кыһа
кыһалаах,кыһа
кыһалаахтарга,кыһа
кыһалар,кыһа
кыһалара,кыһа
кыһаларбыт,кыһа
кыһаларбытын,кыһа
кыһаларга,кыһа
кыһалардаах,кыһа
кыһалардаахxа,кыһа
кыһалартан,кыһа
кыһалары,кыһа
кыһаларым,кыһа
кыһаларын,кыһа
кыһалҕабыт,кыһалҕа
кыһалҕалаах,кыһалҕа
кыһалҕалаахтарга,кыһалҕа
кыһалҕалар,кыһалҕа
кыһалҕалара,кыһалҕа
кыһалҕаларбыт,кыһалҕа
кыһалҕаларбытын,кыһалҕа
кыһалҕаларга,кыһалҕа
кыһалҕалардаах,кыһалҕа
кыһалҕалардаахxа,кыһалҕа
кыһалҕалартан,кыһалҕа
кыһалҕалары,кыһалҕа
кыһалҕаларым,кыһалҕа
кыһалҕаларын,кыһалҕа
кыһалҕам,кыһалҕа
кыһалҕаны,кыһалҕа
кыһалҕата,кыһалҕа
кыһалҕаттан,кыһалҕа
кыһалҕатын,кыһалҕа
кыһалҕаҕа,кыһалҕа
кыһам,кыһа
кыһаны,кыһа
кыһата,кыһа
кыһаттан,кыһа
кыһатын,кыһа
кыһаҕа,кыһа
кэми,кэм
кэмим,кэм
кэмин,кэм
кэммит,кэм
кэмнэр,кэм
кэмнэрбит,кэм
кэмнэрбитин,кэм
кэмнэргэ,кэм
кэмнэрдээх,кэм
кэмнэрдээхxэ,кэм
кэмнэри,кэм
кэмнэрим,кэм
кэмнэрин,кэм
кэмнэртэн,кэм
кэмнэрэ,кэм
кэмнээх,кэм
кэмнээхтэргэ,кэм
кэмтэн,кэм
кэмэ,кэм
кэмҥэ,кэм
кэргэммит,кэргэн
кэргэни,кэргэн
кэргэним,кэргэн
кэргэнин,кэргэн
кэргэннээх,кэргэн
кэргэннээхтэргэ,кэргэн
кэргэнтэн,кэргэн
кэргэнэ,кэргэн
кэргэттэр,кэргэн
кэргэттэрбит,кэргэн
кэргэттэрбитин,кэргэн
кэргэттэргэ,кэргэн
кэргэттэрдээх,кэргэн
кэргэттэрдээхxэ,кэргэн
кэргэттэри,кэргэн
кэргэттэрим,кэргэн
кэргэттэрин,кэргэн
кэргэттэртэн,кэргэн
кэргэттэрэ,кэргэн
кэргэҥҥэ,кэргэн
күммүт,күн
күннэр,күн
күннэрбит,күн
күннэрбитин,күн
күннэргэ,күн
күннэрдээх,күн
күннэрдээхxэ,күн
күннэри,күн
күннэрим,күн
күннэрин,күн
күннэртэн,күн
күннэрэ,күн
күннээх,күн
күннээхтэргэ,күн
күнтэн,күн
күнэ,күн
күнү,күн
күнүм,күн
күнүн,күн
күрэхтэһиибит,күрэхтэһии
күрэхтэһиигэ,күрэхтэһии
күрэхтэһиилэр,күрэхтэһии
күрэхтэһиилэрбит,күрэхтэһии
күрэхтэһиилэрбитин,күрэхтэһии
күрэхтэһиилэргэ,күрэхтэһии
күрэхтэһиилэрдээх,күрэхтэһии
күрэхтэһиилэрдээхxэ,күрэхтэһии
күрэхтэһиилэри,күрэхтэһии
күрэхтэһиилэрим,күрэхтэһии
күрэхтэһиилэрин,күрэхтэһии
күрэхтэһиилэртэн,күрэхтэһии
күрэхтэһиилэрэ,күрэхтэһии
күрэхтэһиилээх,күрэхтэһии
күрэхтэһиилээхтэргэ,күрэхтэһии
күрэхтэһиим,күрэхтэһии
күрэхтэһиини,күрэхтэһии
күрэхтэһиитин,күрэхтэһии
күрэхтэһииттэн,күрэхтэһии
күрэхтэһиитэ,күрэхтэһии
күҥҥэ,күн
күүскэ,күүс
күүспүт,күүс
күүстэн,күүс
күүстэр,күүс
күүстэрбит,күүс
күүстэрбитин,күүс
күүстэргэ,күүс
күүстэрдээх,күүс
күүстэрдээхxэ,күүс
күүстэри,күүс
күүстэрим,күүс
күүстэрин,күүс
күүстэртэн,күүс
күүстэрэ,күүс
күүстээх,күүс
күүстээхтэргэ,күүс
күүһэ,күүс
күүһү,күүс
күүһүм,күүс
күүһүүн,күүс
көмүскэ,көмүс
көмүспүт,көмүс
көмүстэн,көмүс
көмүстэр,көмүс
көмүстэрбит,көмүс
көмүстэрбитин,көмүс
көмүстэргэ,көмүс
көмүстэрдээх,көмүс
көмүстэрдээхxэ,көмүс
көмүстэри,көмүс
көмүстэрим,көмүс
көмүстэрин,көмүс
көмүстэртэн,көмүс
көмүстэрэ,көмүс
көмүстээх,көмүс
көмүстээхтэргэ,көмүс
көмүһэ,көмүс
көмүһү,көмүс
көмүһүм,көмүс
көмүһүн,көмүс
көмөбүт,көмө
көмөлөр,көмө
көмөлөрбүт,көмө
көмөлөрбүтүн,көмө
көмөлөргө,көмө
көмөлөрдөөх,көмө
көмөлөрдөөхxө,көмө
көмөлөртөн,көмө
көмөлөрү,көмө
көмөлөрүм,көмө
көмөлөрө,көмө
көмөлөрөн,көмө
көмөлөөх,көмө
көмөлөөхтөргө,көмө
көмөм,көмө
көмөнү,көмө
көмөттөн,көмө
көмөтө,көмө
көмөтөн,көмө
көмөҕө,көмө
көрдүүбүт,көрдүү
көрдүүгэ,көрдүү
көрдүүлэр,көрдүү
көрдүүлэрбит,көрдүү
көрдүүлэрбитин,көрдүү
көрдүүлэргэ,көрдүү
көрдүүлэрдээх,көрдүү
көрдүүлэрдээхxэ,көрдүү
көрдүүлэри,көрдүү
көрдүүлэрим,көрдүү
көрдүүлэрин,көрдүү
көрдүүлэртэн,көрдүү
көрдүүлэрэ,көрдүү
көрдүүлээх,көрдүү
көрдүүлээхтэргэ,көрдүү
көрдүүм,көрдүү
көрдүүнү,көрдүү
көрдүүттэн,көрдүү
көрдүүтэ,көрдүү
көрдүүтүүн,көрдүү
көрүҥнэр,көрүҥ
көрүҥнэрбит,көрүҥ
көрүҥнэрбитин,көрүҥ
көрүҥнэргэ,көрүҥ
көрүҥнэрдээх,көрүҥ
көрүҥнэрдээхxэ,көрүҥ
көрүҥнэри,көрүҥ
көрүҥнэрим,көрүҥ
көрүҥнэрин,көрүҥ
көрүҥнэртэн,көрүҥ
көрүҥнэрэ,көрүҥ
көрүҥнээх,көрүҥ
көрүҥнээхтэргэ,көрүҥ
көрүҥтэн,көрүҥ
көрүҥэ,көрүҥ
көрүҥҥэ,көрүҥ
көрүҥҥүт,көрүҥ
көрүҥү,көрүҥ
көрүҥүм,көрүҥ
көрүҥүн,көрүҥ
көрүүбүт,көрүү
көрүүгэ,көрүү
көрүүлэр,көрүү
көрүүлэрбит,көрүү
көрүүлэрбитин,көрүү
көрүүлэргэ,көрүү
көрүүлэрдээх,көрүү
көрүүлэрдээхxэ,көрүү
көрүүлэри,көрүү
көрүүлэрим,көрүү
көрүүлэрин,көрүү
көрүүлэртэн,көрүү
көрүүлэрэ,көрүү
көрүүлээх,көрүү
көрүүлээхтэргэ,көрүү
көрүүм,көрүү
көрүүнү,көрүү
көрүүттэн,көрүү
көрүүтэ,көрүү
көрүүтүүн,көрүү
көрүөбүт,көрүө
көрүөлэр,көрүө
көрүөлэрбит,көрүө
көрүөлэрбитин,көрүө
көрүөлэргэ,көрүө
көрүөлэрдээх,көрүө
көрүөлэрдээхxэ,көрүө
көрүөлэри,көрүө
көрүөлэрим,көрүө
көрүөлэрин,көрүө
көрүөлэртэн,көрүө
көрүөлэрэ,көрүө
көрүөлээх,көрүө
көрүөлээхтэргэ,көрүө
көрүөм,көрүө
көрүөнү,көрүө
көрүөттэн,көрүө
көрүөтэ,көрүө
көрүөтүөн,көрүө
көрүөҕэ,көрүө
көстүүбүт,көстүү
көстүүгэ,көстүү
көстүүлэр,көстүү
көстүүлэрбит,көстүү
көстүүлэрбитин,көстүү
көстүүлэргэ,көстүү
көстүүлэрдээх,көстүү
көстүүлэрдээхxэ,көстүү
көстүүлэри,көстүү
көстүүлэрим,көстүү
көстүүлэрин,көстүү
көстүүлэртэн,көстүү
көстүүлэрэ,көстүү
көстүүлээх,көстүү
көстүүлээхтэргэ,көстүү
көстүүм,көстүү
көстүүнү,көстүү
көстүүттэн,көстүү
көстүүтэ,көстүү
көстүүтүүн,көстүү
көҥүлбүт,көҥүл
көҥүлгэ,көҥүл
көҥүллэр,көҥүл
көҥүллэрбит,көҥүл
көҥүллэрбитин,көҥүл
көҥүллэргэ,көҥүл
көҥүллэрдээх,көҥүл
көҥүллэрдээхxэ,көҥүл
көҥүллэри,көҥүл
көҥүллэрим,көҥүл
көҥүллэрин,көҥүл
көҥүллэртэн,көҥүл
көҥүллэрэ,көҥүл
көҥүллээх,көҥүл
көҥүллээхтэргэ,көҥүл
көҥүлтэн,көҥүл
көҥүлэ,көҥүл
көҥүлү,көҥүл
көҥүлүм,көҥүл
көҥүлүн,көҥүл
массыынабыт,массыына
массыыналаах,массыына
массыыналаахтарга,массыына
массыыналар,массыына
массыыналара,массыына
массыыналарбыт,массыына
массыыналарбытын,массыына
массыыналарга,массыына
массыыналардаах,массыына
массыыналардаахxа,массыына
массыыналартан,массыына
массыыналары,массыына
массыыналарым,массыына
массыыналарын,массыына
массыынам,массыына
массыынаны,массыына
массыыната,массыына
массыынаттан,массыына
массыынатын,массыына
массыынаҕа,массыына
матырыйаала,матырыйаал
матырыйаалбыт,матырыйаал
матырыйаалга,матырыйаал
матырыйааллаах,матырыйаал
матырыйааллаахтарга,матырыйаал
матырыйааллар,матырыйаал
матырыйааллара,матырыйаал
матырыйаалларбыт,матырыйаал
матырыйаалларбытын,матырыйаал
матырыйаалларга,матырыйаал
матырыйааллардаах,матырыйаал
матырыйааллардаахxа,матырыйаал
матырыйааллартан,матырыйаал
матырыйааллары,матырыйаал
матырыйаалларым,матырыйаал
матырыйаалларын,матырыйаал
матырыйаалтан,матырыйаал
матырыйаалы,матырыйаал
матырыйаалым,матырыйаал
матырыйаалын,матырыйаал
миммит,мин
мини,мин
миним,мин
минин,мин
миннэр,мин
миннэрбит,мин
миннэрбитин,мин
миннэргэ,мин
миннэрдээх,мин
миннэрдээхxэ,мин
миннэри,мин
миннэрим,мин
миннэрин,мин
миннэртэн,мин
миннэрэ,мин
миннээх,мин
миннээхтэргэ,мин
минтэн,мин
минэ,мин
миэстэбит,миэстэ
миэстэлэр,миэстэ
миэстэлэрбит,миэстэ
миэстэлэрбитин,миэстэ
миэстэлэргэ,миэстэ
миэстэлэрдээх,миэстэ
миэстэлэрдээхxэ,миэстэ
миэстэлэри,миэстэ
миэстэлэрим,миэстэ
миэстэлэрин,миэстэ
миэстэлэртэн,миэстэ
миэстэлэрэ,миэстэ
миэстэлээх,миэстэ
миэстэлээхтэргэ,миэстэ
миэстэм,миэстэ
миэстэни,миэстэ
миэстэтин,миэстэ
миэстэттэн,миэстэ
миэстэтэ,миэстэ
миэстэҕэ,миэстэ
миҥҥэ,мин
мунньахxа,мунньах
мунньахпыт,мунньах
мунньахтаах,мунньах
мунньахтаахтарга,мунньах
мунньахтан,мунньах
мунньахтар,мунньах
мунньахтара,мунньах
мунньахтарбыт,мунньах
мунньахтарбытын,мунньах
мунньахтарга,мунньах
мунньахтардаах,мунньах
мунньахтардаахxа,мунньах
мунньахтартан,мунньах
мунньахтары,мунньах
мунньахтарым,мунньах
мунньахтарын,мунньах
мунньаҕа,мунньах
мунньаҕы,мунньах
мунньаҕым,мунньах
мунньаҕын,мунньах
мусуойа,мусуой
мусуойбут,мусуой
мусуойга,мусуой
мусуойдаах,мусуой
мусуойдаахтарга,мусуой
мусуойдар,мусуой
мусуойдара,мусуой
мусуойдарбыт,мусуой
мусуойдарбытын,мусуой
мусуойдарга,мусуой
мусуойдардаах,мусуой
мусуойдардаахxа,мусуой
мусуойдартан,мусуой
мусуойдары,мусуой
мусуойдарым,мусуой
мусуойдарын,мусуой
мусуойтан,мусуой
мусуойу,мусуой
мусуойум,мусуой
мусуойун,мусуой
норуокка,норуот
норуоппут,норуот
норуота,норуот
норуоттаах,норуот
норуоттаахтарга,норуот
норуоттан,норуот
норуоттар,норуот
норуоттара,норуот
норуоттарбыт,норуот
норуоттарбытын,норуот
норуоттарга,норуот
норуоттардаах,норуот
норуоттардаахxа,норуот
норуоттартан,норуот
норуоттары,норуот
норуоттарым,норуот
норуоттарын,норуот
норуоту,норуот
норуотум,норуот
норуотун,норуот
нэдиэлэбит,нэдиэлэ
нэдиэлэлэр,нэдиэлэ
нэдиэлэлэрбит,нэдиэлэ
нэдиэлэлэрбитин,нэдиэлэ
нэдиэлэлэргэ,нэдиэлэ
нэдиэлэлэрдээх,нэдиэлэ
нэдиэлэлэрдээхxэ,нэдиэлэ
нэдиэлэлэри,нэдиэлэ
нэдиэлэлэрим,нэдиэлэ
нэдиэлэлэрин,нэдиэлэ
нэдиэлэлэртэн,нэдиэлэ
нэдиэлэлэрэ,нэдиэлэ
нэдиэлэлээх,нэдиэлэ
нэдиэлэлээхтэргэ,нэдиэлэ
нэдиэлэм,нэдиэлэ
нэдиэлэни,нэдиэлэ
нэдиэлэтин,нэдиэлэ
нэдиэлэттэн,нэдиэлэ
нэдиэлэтэ,нэдиэлэ
нэдиэлэҕэ,нэдиэлэ
нэһилиэги,нэһилиэк
нэһилиэгим,нэһилиэк
нэһилиэгин,нэһилиэк
нэһилиэгэ,нэһилиэк
нэһилиэккэ,нэһилиэк
нэһилиэкпит,нэһилиэк
нэһилиэктэн,нэһилиэк
нэһилиэктэр,нэһилиэк
нэһилиэктэрбит,нэһилиэк
нэһилиэктэрбитин,нэһилиэк
нэһилиэктэргэ,нэһилиэк
нэһилиэктэрдээх,нэһилиэк
нэһилиэктэрдээхxэ,нэһилиэк
нэһилиэктэри,нэһилиэк
нэһилиэктэрим,нэһилиэк
нэһилиэктэрин,нэһилиэк
нэһилиэктэртэн,нэһилиэк
нэһилиэктэрэ,нэһилиэк
нэһилиэктээх,нэһилиэк
нэһилиэктээхтэргэ,нэһилиэк
нэһилиэнньэбит,нэһилиэнньэ
нэһилиэнньэлэр,нэһилиэнньэ
нэһилиэнньэлэрбит,нэһилиэнньэ
нэһилиэнньэлэрбитин,нэһилиэнньэ
нэһилиэнньэлэргэ,нэһилиэнньэ
нэһилиэнньэлэрдээх,нэһилиэнньэ
нэһилиэнньэлэрдээхxэ,нэһилиэнньэ
нэһилиэнньэлэри,нэһилиэнньэ
нэһилиэнньэлэрим,нэһилиэнньэ
нэһилиэнньэлэрин,нэһилиэнньэ
нэһилиэнньэлэртэн,нэһилиэнньэ
нэһилиэнньэлэрэ,нэһилиэнньэ
нэһилиэнньэлээх,нэһилиэнньэ
нэһилиэнньэлээхтэргэ,нэһилиэнньэ
нэһилиэнньэм,нэһилиэнньэ
нэһилиэнньэни,нэһилиэнньэ
нэһилиэнньэтин,нэһилиэнньэ
нэһилиэнньэттэн,нэһилиэнньэ
нэһилиэнньэтэ,нэһилиэнньэ
нэһилиэнньэҕэ,нэһилиэнньэ
ойуубут,ойуу
ойууга,ойуу
ойуулаах,ойуу
ойуулаахтарга,ойуу
ойуулар,ойуу
ойуулара,ойуу
ойууларбыт,ойуу
ойууларбытын,ойуу
ойууларга,ойуу
ойуулардаах,ойуу
ойуулардаахxа,ойуу
ойуулартан,ойуу
ойуулары,ойуу
ойууларым,ойуу
ойууларын,ойуу
ойуум,ойуу
ойууммут,ойуун
ойууна,ойуун
ойууннаах,ойуун
ойууннаахтарга,ойуун
ойууннар,ойуун
ойууннара,ойуун
ойууннарбыт,ойуун
ойууннарбытын,ойуун
ойууннарга,ойуун
ойууннардаах,ойуун
ойууннардаахxа,ойуун
ойууннартан,ойуун
ойууннары,ойуун
ойууннарым,ойуун
ойууннарын,ойуун
ойуунтан,ойуун
ойууну,ойуу
ойууну,ойуун
ойуунум,ойуун
ойуунун,ойуун
ойуута,ойуу
ойууттан,ойуу
ойуутун,ойуу
ойууҥҥа,ойуун
окко,от
олохxо,олох
олохпут,олох
олохтон,олох
олохтоох,олох
олохтоохторго,олох
олохтор,олох
олохторбут,олох
олохторбутун,олох
олохторго,олох
олохтордоох,олох
олохтордоохxо,олох
олохторо,олох
олохтортон,олох
олохтору,олох
олохторум,олох
олохторун,олох
олоҕо,олох
олоҕу,олох
олоҕум,олох
олоҕун,олох
омуга,омук
омугу,омук
омугум,омук
омугун,омук
омукка,омук
омукпут,омук
омуктаах,омук
омуктаахтарга,омук
омуктан,омук
омуктар,омук
омуктара,омук
омуктарбыт,омук
омуктарбытын,омук
омуктарга,омук
омуктардаах,омук
омуктардаахxа,омук
омуктартан,омук
омуктары,омук
омуктарым,омук
